Elapsed Time   , Data  , ADC     , StartCells, OpenWire, Discharge, StartAux   , StartStatus, BRD#01 ADDR , CELL01, CELL02, CELL03, CELL04, CELL05, CELL06, CELL07, CELL08, CELL09, CELL10, CELL11, CELL12, GPIO1, GPIO2, GPIO3, GPIO4, GPIO5, VREF2, SOC   , ITMP  , VREGA , VREGD , 
0000:45:34.241, 5320, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6544, 2.6113, 2.6097, 2.6089, 2.6011, 2.6384, 0.0000, 0.1378, 0.0013, 0.0111, 0.0444, 0.0328, 3.9885, 4.0509, 0.0000, 5.0182, 5.0178, 3.0022, 15.8320, 2.2823, 5.0600, 3.2053, 
0000:45:34.744, 5321, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6544, 2.6114, 2.6097, 2.6088, 2.6011, 2.6384, 0.0000, 0.1391, 0.0022, 0.0113, 0.0438, 0.0318, 3.9894, 4.0525, 0.0000, 5.0182, 5.0182, 3.0022, 15.8280, 2.2819, 5.0596, 3.2053, 
0000:45:35.262, 5322, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6545, 2.6114, 2.6097, 2.6089, 2.6011, 2.6385, 0.0000, 0.1379, 0.0015, 0.0110, 0.0444, 0.0325, 3.9888, 4.0512, 0.0000, 5.0180, 5.0181, 3.0022, 15.8280, 2.2819, 5.0599, 3.2053, 
0000:45:35.781, 5323, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6545, 2.6114, 2.6098, 2.6090, 2.6011, 2.6384, 0.0000, 0.1385, 0.0019, 0.0113, 0.0441, 0.0322, 3.9892, 4.0519, 0.0000, 5.0182, 5.0180, 3.0022, 15.8280, 2.2823, 5.0597, 3.2057, 
0000:45:36.282, 5324, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6546, 2.6115, 2.6099, 2.6090, 2.6012, 2.6385, 0.0000, 0.1394, 0.0025, 0.0114, 0.0437, 0.0318, 3.9873, 4.0507, 0.0000, 5.0177, 5.0179, 3.0022, 15.8280, 2.2822, 5.0599, 3.2055, 
0000:45:36.795, 5325, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6546, 2.6116, 2.6099, 2.6091, 2.6013, 2.6385, 0.0000, 0.1402, 0.0029, 0.0113, 0.0432, 0.0312, 3.9871, 4.0514, 0.0000, 5.0182, 5.0183, 3.0022, 15.8320, 2.2825, 5.0598, 3.2056, 
0000:45:37.314, 5326, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6547, 2.6117, 2.6100, 2.6091, 2.6014, 2.6384, 0.0000, 0.1392, 0.0022, 0.0112, 0.0437, 0.0318, 3.9881, 4.0510, 0.0000, 5.0181, 5.0180, 3.0022, 15.8300, 2.2823, 5.0599, 3.2055, 
0000:45:37.832, 5327, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6547, 2.6118, 2.6099, 2.6092, 2.6013, 2.6384, 0.0000, 0.1384, 0.0018, 0.0111, 0.0441, 0.0321, 3.9887, 4.0512, 0.0000, 5.0180, 5.0181, 3.0023, 15.8320, 2.2824, 5.0603, 3.2056, 
0000:45:38.336, 5328, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6549, 2.6118, 2.6100, 2.6093, 2.6015, 2.6385, 0.0000, 0.1395, 0.0024, 0.0112, 0.0435, 0.0313, 3.9879, 4.0510, 0.0000, 5.0177, 5.0184, 3.0022, 15.8300, 2.2827, 5.0597, 3.2057, 
0000:45:38.836, 5329, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6549, 2.6118, 2.6101, 2.6093, 2.6015, 2.6386, 0.0000, 0.1399, 0.0028, 0.0114, 0.0434, 0.0311, 3.9869, 4.0501, 0.0000, 5.0182, 5.0177, 3.0022, 15.8320, 2.2823, 5.0599, 3.2055, 
0000:45:39.353, 5330, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6549, 2.6120, 2.6103, 2.6095, 2.6015, 2.6385, 0.0000, 0.1403, 0.0029, 0.0111, 0.0432, 0.0311, 3.9892, 4.0522, 0.0000, 5.0182, 5.0182, 3.0022, 15.8300, 2.2822, 5.0600, 3.2056, 
0000:45:39.871, 5331, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6540, 2.6110, 2.6093, 2.6085, 2.6006, 2.6487, 0.0000, 0.1391, 0.0019, 0.0109, 0.0435, 0.0316, 3.9898, 4.0521, 0.0000, 5.0180, 5.0176, 3.0022, 15.8340, 2.2824, 5.0602, 3.2058, 
0000:45:40.389, 5332, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6553, 2.6123, 2.6106, 2.6098, 2.6020, 2.6351, 0.0000, 0.1382, 0.0017, 0.0112, 0.0445, 0.0327, 3.9888, 4.0512, 0.0000, 5.0176, 5.0176, 3.0022, 15.8320, 2.2825, 5.0603, 3.2058, 
0000:45:40.897, 5333, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6552, 2.6123, 2.6105, 2.6098, 2.6019, 2.6351, 0.0000, 0.1404, 0.0031, 0.0115, 0.0435, 0.0315, 3.9876, 4.0505, 0.0000, 5.0182, 5.0179, 3.0021, 15.8300, 2.2825, 5.0601, 3.2058, 
0000:45:41.396, 5334, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6554, 2.6124, 2.6105, 2.6099, 2.6019, 2.6349, 0.0000, 0.1400, 0.0025, 0.0112, 0.0437, 0.0318, 3.9894, 4.0518, 0.0000, 5.0185, 5.0182, 3.0023, 15.8320, 2.2823, 5.0606, 3.2059, 
0000:45:41.919, 5335, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6553, 2.6124, 2.6106, 2.6099, 2.6019, 2.6350, 0.0000, 0.1404, 0.0028, 0.0114, 0.0434, 0.0316, 3.9890, 4.0523, 0.0000, 5.0184, 5.0185, 3.0022, 15.8320, 2.2824, 5.0599, 3.2056, 
0000:45:42.437, 5336, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6554, 2.6125, 2.6107, 2.6101, 2.6021, 2.6351, 0.0000, 0.1400, 0.0025, 0.0111, 0.0435, 0.0317, 3.9899, 4.0527, 0.0000, 5.0174, 5.0177, 3.0022, 15.8320, 2.2823, 5.0595, 3.2061, 
0000:45:42.955, 5337, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6556, 2.6127, 2.6109, 2.6103, 2.6023, 2.6352, 0.0000, 0.1387, 0.0018, 0.0110, 0.0441, 0.0324, 3.9896, 4.0512, 0.0000, 5.0184, 5.0178, 3.0022, 15.8320, 2.2822, 5.0600, 3.2053, 
0000:45:43.488, 5338, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6557, 2.6129, 2.6109, 2.6102, 2.6022, 2.6351, 0.0000, 0.1389, 0.0018, 0.0111, 0.0442, 0.0323, 3.9891, 4.0515, 0.0000, 5.0178, 5.0176, 3.0022, 15.8320, 2.2821, 5.0597, 3.2058, 
0000:45:43.990, 5339, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6556, 2.6129, 2.6110, 2.6103, 2.6022, 2.6352, 0.0000, 0.1401, 0.0027, 0.0113, 0.0435, 0.0314, 3.9893, 4.0503, 0.0000, 5.0177, 5.0176, 3.0022, 15.8320, 2.2823, 5.0596, 3.2059, 
0000:45:44.493, 5340, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6556, 2.6127, 2.6110, 2.6103, 2.6024, 2.6352, 0.0000, 0.1404, 0.0028, 0.0112, 0.0434, 0.0315, 3.9893, 4.0512, 0.0000, 5.0177, 5.0178, 3.0021, 15.8300, 2.2822, 5.0593, 3.2052, 
0000:45:44.980, 5341, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6558, 2.6128, 2.6110, 2.6104, 2.6024, 2.6351, 0.0000, 0.1417, 0.0034, 0.0114, 0.0427, 0.0308, 3.9894, 4.0524, 0.0000, 5.0182, 5.0181, 3.0022, 15.8340, 2.2822, 5.0593, 3.2058, 
0000:45:45.501, 5342, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6557, 2.6129, 2.6112, 2.6105, 2.6026, 2.6351, 0.0000, 0.1403, 0.0025, 0.0110, 0.0434, 0.0316, 3.9880, 4.0515, 0.0000, 5.0178, 5.0178, 3.0021, 15.8320, 2.2821, 5.0598, 3.2059, 
0000:45:46.016, 5343, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6558, 2.6129, 2.6111, 2.6105, 2.6026, 2.6352, 0.0000, 0.1391, 0.0019, 0.0110, 0.0439, 0.0324, 3.9878, 4.0514, 0.0000, 5.0182, 5.0179, 3.0023, 15.8340, 2.2821, 5.0599, 3.2056, 
0000:45:46.541, 5344, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6558, 2.6131, 2.6111, 2.6106, 2.6025, 2.6350, 0.0000, 0.1393, 0.0021, 0.0111, 0.0439, 0.0323, 3.9891, 4.0510, 0.0000, 5.0180, 5.0178, 3.0021, 15.8340, 2.2822, 5.0600, 3.2055, 
0000:45:47.059, 5345, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6558, 2.6131, 2.6111, 2.6105, 2.6025, 2.6351, 0.0000, 0.1394, 0.0021, 0.0111, 0.0439, 0.0322, 3.9883, 4.0523, 0.0000, 5.0178, 5.0182, 3.0021, 15.8340, 2.2821, 5.0598, 3.2059, 
0000:45:47.561, 5346, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6559, 2.6131, 2.6112, 2.6106, 2.6025, 2.6351, 0.0000, 0.1402, 0.0026, 0.0111, 0.0435, 0.0317, 3.9894, 4.0519, 0.0000, 5.0186, 5.0183, 3.0023, 15.8340, 2.2823, 5.0606, 3.2054, 
0000:45:48.079, 5347, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6558, 2.6132, 2.6114, 2.6107, 2.6026, 2.6346, 0.0000, 0.1389, 0.0019, 0.0112, 0.0441, 0.0323, 3.9879, 4.0506, 0.0000, 5.0179, 5.0180, 3.0021, 15.8360, 2.2824, 5.0600, 3.2054, 
0000:45:48.581, 5348, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6560, 2.6132, 2.6114, 2.6107, 2.6028, 2.6349, 0.0000, 0.1401, 0.0026, 0.0113, 0.0437, 0.0317, 3.9883, 4.0510, 0.0000, 5.0184, 5.0181, 3.0022, 15.8340, 2.2824, 5.0603, 3.2059, 
0000:45:49.098, 5349, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6560, 2.6133, 2.6115, 2.6109, 2.6028, 2.6331, 0.0000, 0.1414, 0.0034, 0.0117, 0.0434, 0.0313, 3.9875, 4.0518, 0.0000, 5.0179, 5.0187, 3.0023, 15.8340, 2.2820, 5.0600, 3.2058, 
0000:45:49.601, 5350, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6561, 2.6134, 2.6116, 2.6108, 2.6028, 2.6335, 0.0000, 0.1417, 0.0032, 0.0114, 0.0431, 0.0313, 3.9887, 4.0524, 0.0000, 5.0181, 5.0180, 3.0021, 15.8360, 2.2824, 5.0600, 3.2053, 
0000:45:50.134, 5351, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6560, 2.6134, 2.6115, 2.6109, 2.6027, 2.6320, 0.0000, 0.1402, 0.0024, 0.0114, 0.0441, 0.0324, 3.9891, 4.0519, 0.0000, 5.0180, 5.0185, 3.0023, 15.8360, 2.2821, 5.0600, 3.2058, 
0000:45:50.637, 5352, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6561, 2.6135, 2.6115, 2.6110, 2.6028, 2.6320, 0.0000, 0.1415, 0.0031, 0.0115, 0.0438, 0.0317, 3.9882, 4.0520, 0.0000, 5.0182, 5.0181, 3.0022, 15.8360, 2.2824, 5.0595, 3.2053, 
0000:45:51.162, 5353, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6564, 2.6137, 2.6118, 2.6110, 2.6031, 2.6318, 0.0000, 0.1413, 0.0030, 0.0113, 0.0438, 0.0319, 3.9886, 4.0519, 0.0000, 5.0186, 5.0178, 3.0022, 15.8360, 2.2824, 5.0600, 3.2055, 
0000:45:51.665, 5354, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6562, 2.6136, 2.6117, 2.6111, 2.6030, 2.6320, 0.0000, 0.1412, 0.0027, 0.0114, 0.0440, 0.0320, 3.9896, 4.0517, 0.0000, 5.0184, 5.0183, 3.0021, 15.8360, 2.2821, 5.0602, 3.2057, 
0000:45:52.166, 5355, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6563, 2.6136, 2.6117, 2.6112, 2.6030, 2.6321, 0.0000, 0.1429, 0.0037, 0.0115, 0.0431, 0.0312, 3.9905, 4.0530, 0.0000, 5.0181, 5.0182, 3.0021, 15.8360, 2.2821, 5.0597, 3.2058, 
0000:45:52.685, 5356, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6564, 2.6138, 2.6119, 2.6113, 2.6031, 2.6321, 0.0000, 0.1419, 0.0030, 0.0112, 0.0435, 0.0318, 3.9890, 4.0525, 0.0000, 5.0181, 5.0186, 3.0024, 15.8360, 2.2820, 5.0596, 3.2054, 
0000:45:53.217, 5357, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6563, 2.6137, 2.6117, 2.6112, 2.6032, 2.6322, 0.0000, 0.1407, 0.0022, 0.0111, 0.0442, 0.0322, 3.9898, 4.0520, 0.0000, 5.0180, 5.0185, 3.0023, 15.8380, 2.2822, 5.0599, 3.2054, 
0000:45:53.734, 5358, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6564, 2.6138, 2.6118, 2.6112, 2.6031, 2.6320, 0.0000, 0.1414, 0.0027, 0.0114, 0.0440, 0.0319, 3.9891, 4.0509, 0.0000, 5.0176, 5.0175, 3.0022, 15.8380, 2.2822, 5.0595, 3.2054, 
0000:45:54.253, 5359, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6564, 2.6138, 2.6119, 2.6114, 2.6033, 2.6322, 0.0000, 0.1409, 0.0024, 0.0113, 0.0441, 0.0321, 3.9892, 4.0525, 0.0000, 5.0180, 5.0181, 3.0023, 15.8380, 2.2819, 5.0602, 3.2058, 
0000:45:54.779, 5360, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6565, 2.6139, 2.6118, 2.6114, 2.6033, 2.6317, 0.0000, 0.1411, 0.0026, 0.0113, 0.0443, 0.0320, 3.9899, 4.0529, 0.0000, 5.0183, 5.0180, 3.0023, 15.8380, 2.2825, 5.0601, 3.2058, 
0000:45:55.297, 5361, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6564, 2.6139, 2.6119, 2.6114, 2.6032, 2.6321, 0.0000, 0.1410, 0.0025, 0.0113, 0.0443, 0.0321, 3.9886, 4.0519, 0.0000, 5.0184, 5.0180, 3.0022, 15.8380, 2.2818, 5.0602, 3.2060, 
0000:45:55.799, 5362, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6565, 2.6140, 2.6121, 2.6115, 2.6035, 2.6320, 0.0000, 0.1423, 0.0033, 0.0113, 0.0435, 0.0312, 3.9882, 4.0517, 0.0000, 5.0182, 5.0183, 3.0023, 15.8380, 2.2820, 5.0600, 3.2056, 
0000:45:56.317, 5363, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6565, 2.6141, 2.6120, 2.6115, 2.6035, 2.6320, 0.0000, 0.1407, 0.0022, 0.0112, 0.0440, 0.0324, 3.9903, 4.0527, 0.0000, 5.0190, 5.0185, 3.0022, 15.8380, 2.2825, 5.0603, 3.2056, 
0000:45:56.833, 5364, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6566, 2.6141, 2.6121, 2.6116, 2.6035, 2.6321, 0.0000, 0.1418, 0.0028, 0.0114, 0.0437, 0.0316, 3.9886, 4.0505, 0.0000, 5.0186, 5.0179, 3.0022, 15.8380, 2.2822, 5.0602, 3.2056, 
0000:45:57.335, 5365, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6568, 2.6142, 2.6121, 2.6117, 2.6035, 2.6322, 0.0000, 0.1423, 0.0031, 0.0114, 0.0434, 0.0314, 3.9902, 4.0516, 0.0000, 5.0186, 5.0186, 3.0022, 15.8380, 2.2823, 5.0604, 3.2056, 
0000:45:57.852, 5366, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6567, 2.6142, 2.6121, 2.6117, 2.6036, 2.6320, 0.0000, 0.1419, 0.0027, 0.0112, 0.0436, 0.0319, 3.9889, 4.0515, 0.0000, 5.0181, 5.0180, 3.0022, 15.8380, 2.2823, 5.0600, 3.2059, 
0000:45:58.370, 5367, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6566, 2.6142, 2.6123, 2.6117, 2.6037, 2.6321, 0.0000, 0.1413, 0.0025, 0.0113, 0.0439, 0.0320, 3.9897, 4.0524, 0.0000, 5.0185, 5.0187, 3.0022, 15.8400, 2.2822, 5.0599, 3.2060, 
0000:45:58.895, 5368, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6567, 2.6142, 2.6123, 2.6118, 2.6036, 2.6321, 0.0000, 0.1414, 0.0024, 0.0112, 0.0438, 0.0320, 3.9906, 4.0533, 0.0000, 5.0185, 5.0182, 3.0022, 15.8380, 2.2819, 5.0599, 3.2060, 
0000:45:59.398, 5369, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6568, 2.6144, 2.6123, 2.6119, 2.6037, 2.6321, 0.0000, 0.1425, 0.0030, 0.0112, 0.0434, 0.0313, 3.9895, 4.0514, 0.0000, 5.0180, 5.0179, 3.0022, 15.8400, 2.2819, 5.0596, 3.2057, 
0000:45:59.901, 5370, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6569, 2.6144, 2.6123, 2.6118, 2.6039, 2.6321, 0.0000, 0.1426, 0.0033, 0.0114, 0.0432, 0.0311, 3.9882, 4.0519, 0.0000, 5.0183, 5.0180, 3.0021, 15.8400, 2.2821, 5.0596, 3.2058, 
0000:46:00.418, 5371, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6568, 2.6146, 2.6123, 2.6119, 2.6038, 2.6320, 0.0000, 0.1420, 0.0027, 0.0110, 0.0436, 0.0316, 3.9892, 4.0512, 0.0000, 5.0180, 5.0177, 3.0024, 15.8400, 2.2823, 5.0592, 3.2059, 
0000:46:00.956, 5372, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6568, 2.6146, 2.6124, 2.6119, 2.6038, 2.6323, 0.0000, 0.1408, 0.0021, 0.0110, 0.0442, 0.0325, 3.9890, 4.0533, 0.0000, 5.0180, 5.0182, 3.0022, 15.8400, 2.2822, 5.0596, 3.2061, 
0000:46:01.490, 5373, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6570, 2.6146, 2.6125, 2.6120, 2.6038, 2.6296, 0.0000, 0.1400, 0.0021, 0.0115, 0.0452, 0.0336, 3.9893, 4.0521, 0.0000, 5.0177, 5.0179, 3.0022, 15.8420, 2.2820, 5.0601, 3.2055, 
0000:46:02.007, 5374, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6571, 2.6147, 2.6125, 2.6121, 2.6039, 2.6311, 0.0000, 0.1416, 0.0028, 0.0116, 0.0442, 0.0321, 3.9897, 4.0524, 0.0000, 5.0182, 5.0179, 3.0022, 15.8420, 2.2822, 5.0599, 3.2056, 
0000:46:02.515, 5375, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6570, 2.6147, 2.6125, 2.6121, 2.6039, 2.6312, 0.0000, 0.1419, 0.0031, 0.0114, 0.0438, 0.0319, 3.9886, 4.0524, 0.0000, 5.0184, 5.0182, 3.0022, 15.8400, 2.2823, 5.0598, 3.2053, 
0000:46:03.012, 5376, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6570, 2.6146, 2.6125, 2.6120, 2.6040, 2.6313, 0.0000, 0.1435, 0.0039, 0.0116, 0.0430, 0.0310, 3.9895, 4.0505, 0.0000, 5.0178, 5.0177, 3.0021, 15.8400, 2.2825, 5.0598, 3.2057, 
0000:46:03.530, 5377, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6571, 2.6148, 2.6127, 2.6123, 2.6040, 2.6309, 0.0000, 0.1429, 0.0032, 0.0114, 0.0436, 0.0317, 3.9875, 4.0513, 0.0000, 5.0181, 5.0183, 3.0022, 15.8400, 2.2823, 5.0600, 3.2055, 
0000:46:04.047, 5378, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6570, 2.6147, 2.6126, 2.6121, 2.6040, 2.6307, 0.0000, 0.1418, 0.0026, 0.0115, 0.0441, 0.0325, 3.9902, 4.0516, 0.0000, 5.0185, 5.0180, 3.0021, 15.8400, 2.2823, 5.0598, 3.2056, 
0000:46:04.549, 5379, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6572, 2.6148, 2.6126, 2.6122, 2.6040, 2.6311, 0.0000, 0.1429, 0.0033, 0.0114, 0.0434, 0.0315, 3.9892, 4.0526, 0.0000, 5.0181, 5.0181, 3.0022, 15.8420, 2.2824, 5.0601, 3.2052, 
0000:46:05.059, 5380, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6571, 2.6150, 2.6128, 2.6124, 2.6043, 2.6305, 0.0000, 0.1437, 0.0037, 0.0116, 0.0432, 0.0311, 3.9882, 4.0518, 0.0000, 5.0180, 5.0181, 3.0022, 15.8400, 2.2820, 5.0601, 3.2058, 
0000:46:05.577, 5381, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6572, 2.6150, 2.6128, 2.6124, 2.6042, 2.6292, 0.0000, 0.1432, 0.0032, 0.0115, 0.0439, 0.0320, 3.9876, 4.0508, 0.0000, 5.0181, 5.0179, 3.0020, 15.8420, 2.2824, 5.0592, 3.2059, 
0000:46:06.079, 5382, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6573, 2.6150, 2.6128, 2.6124, 2.6042, 2.6302, 0.0000, 0.1440, 0.0037, 0.0115, 0.0432, 0.0313, 3.9894, 4.0532, 0.0000, 5.0175, 5.0180, 3.0023, 15.8420, 2.2821, 5.0600, 3.2056, 
0000:46:06.613, 5383, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6572, 2.6150, 2.6127, 2.6124, 2.6043, 2.6284, 0.0000, 0.1418, 0.0023, 0.0115, 0.0448, 0.0332, 3.9886, 4.0526, 0.0000, 5.0182, 5.0179, 3.0024, 15.8420, 2.2821, 5.0596, 3.2054, 
0000:46:07.146, 5384, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6573, 2.6151, 2.6130, 2.6126, 2.6043, 2.6293, 0.0000, 0.1425, 0.0029, 0.0115, 0.0443, 0.0324, 3.9889, 4.0519, 0.0000, 5.0181, 5.0177, 3.0022, 15.8400, 2.2824, 5.0600, 3.2054, 
0000:46:07.687, 5385, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6572, 2.6151, 2.6128, 2.6125, 2.6043, 2.6286, 0.0000, 0.1418, 0.0026, 0.0117, 0.0451, 0.0333, 3.9888, 4.0516, 0.0000, 5.0178, 5.0179, 3.0023, 15.8420, 2.2820, 5.0593, 3.2051, 
0000:46:08.189, 5386, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6573, 2.6152, 2.6130, 2.6126, 2.6045, 2.6308, 0.0000, 0.1429, 0.0030, 0.0114, 0.0439, 0.0322, 3.9895, 4.0528, 0.0000, 5.0179, 5.0180, 3.0021, 15.8440, 2.2824, 5.0597, 3.2058, 
0000:46:08.707, 5387, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6573, 2.6152, 2.6129, 2.6125, 2.6045, 2.6308, 0.0000, 0.1428, 0.0027, 0.0113, 0.0439, 0.0320, 3.9888, 4.0516, 0.0000, 5.0181, 5.0179, 3.0022, 15.8420, 2.2824, 5.0599, 3.2058, 
0000:46:09.210, 5388, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6573, 2.6153, 2.6131, 2.6126, 2.6045, 2.6308, 0.0000, 0.1433, 0.0031, 0.0115, 0.0436, 0.0317, 3.9898, 4.0523, 0.0000, 5.0185, 5.0181, 3.0021, 15.8440, 2.2823, 5.0599, 3.2057, 
0000:46:09.727, 5389, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6574, 2.6152, 2.6129, 2.6126, 2.6046, 2.6304, 0.0000, 0.1422, 0.0024, 0.0114, 0.0442, 0.0325, 3.9900, 4.0528, 0.0000, 5.0184, 5.0185, 3.0022, 15.8400, 2.2822, 5.0600, 3.2056, 
0000:46:10.244, 5390, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6575, 2.6154, 2.6131, 2.6127, 2.6046, 2.6307, 0.0000, 0.1442, 0.0036, 0.0115, 0.0433, 0.0312, 3.9895, 4.0517, 0.0000, 5.0183, 5.0175, 3.0022, 15.8440, 2.2823, 5.0598, 3.2058, 
0000:46:10.778, 5391, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6574, 2.6153, 2.6131, 2.6128, 2.6048, 2.6307, 0.0000, 0.1412, 0.0020, 0.0111, 0.0447, 0.0329, 3.9890, 4.0515, 0.0000, 5.0178, 5.0179, 3.0022, 15.8440, 2.2821, 5.0596, 3.2056, 
0000:46:11.303, 5392, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6575, 2.6155, 2.6132, 2.6129, 2.6047, 2.6306, 0.0000, 0.1419, 0.0026, 0.0115, 0.0443, 0.0323, 3.9889, 4.0515, 0.0000, 5.0184, 5.0178, 3.0022, 15.8440, 2.2822, 5.0602, 3.2058, 
0000:46:11.806, 5393, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6575, 2.6155, 2.6131, 2.6128, 2.6048, 2.6307, 0.0000, 0.1429, 0.0031, 0.0115, 0.0438, 0.0318, 3.9877, 4.0517, 0.0000, 5.0180, 5.0182, 3.0022, 15.8420, 2.2818, 5.0594, 3.2057, 
0000:46:12.308, 5394, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6576, 2.6156, 2.6132, 2.6129, 2.6047, 2.6306, 0.0000, 0.1435, 0.0034, 0.0114, 0.0434, 0.0314, 3.9888, 4.0516, 0.0000, 5.0183, 5.0181, 3.0022, 15.8420, 2.2824, 5.0600, 3.2060, 
0000:46:12.842, 5395, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.6576, 2.6156, 2.6134, 2.6131, 2.6050, 2.6308, 0.0000, 0.1414, 0.0021, 0.0111, 0.0443, 0.0328, 3.9883, 4.0521, 0.0000, 5.0178, 5.0181, 3.0022, 15.8440, 2.2825, 5.0596, 3.2055, 
